Level,ParentPath,AssemblyPath,LineType,PartNumber,PartName,PartKey,QuantityInThisLine,Quantity_in_Parent,OccurrenceLabel,OccurrenceInternalName,Placement,LinkedObjectName,LinkedObjectLabel,Volume_mm3,Area_mm2,BoundingBox_mm,CenterOfMass
3,Nissan GT-R/Fahrwerk/Rahmen komplett,Nissan GT-R/Fahrwerk/Rahmen komplett/Radhalter kurz001,Occurrence(Link),,Radhalter kurz,Solid011,2,2,Radhalter kurz001,Link008,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid011,Radhalter kurz,11102.00328,5250.913694,65.0 x 8.0 x 52.96228772714443,"Vector (8.217820287154578e-08, -3.318633998512017e-09, -23.179719636037206)"
3,Nissan GT-R/Fahrwerk/Rahmen komplett,Nissan GT-R/Fahrwerk/Rahmen komplett/Senk_M4x017,Occurrence(Link),,Senk_M4x16,Solid012,4,4,Senk_M4x017,Link009,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid012,Senk_M4x16,229.7295825,314.2496404,16.0 x 8.0 x 8.0,"Vector (6.957381198732899, 3.0929527144473563e-17, -1.0021192459115124e-16)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Unterboden-Change,DirectPart,,Unterboden-Change,Solid013,1,1,Unterboden-Change,Solid013,"Placement [Pos=(3.9243,66.6694,-671.315), Yaw-Pitch-Roll=(0,90,0)]",Solid013,Unterboden-Change,1377608.397,1111306.212,405.97125103872577 x 71.50000000000045 x 950.428080191119,"Vector (3.9765313270432583, 79.26772319754927, -382.53298673952423)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Zwischenboden,DirectPart,,Zwischenboden,Solid014,1,1,Zwischenboden,Solid014,"Placement [Pos=(3.9243,104.669,-671.315), Yaw-Pitch-Roll=(0,90,0)]",Solid014,Zwischenboden,139147.1922,150093.37,404.323424538097 x 2.0 x 688.0958035512116,"Vector (3.9243757370127423, 105.66939755985312, -207.42487701441883)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Occurrence(Link),,Hinterrad links komplett,LinkGroup007,1,1,Hinterrad links komplett,LinkGroup007,"Placement [Pos=(147.924,126.169,-671.315), Yaw-Pitch-Roll=(0,90,-1.55052e-13)]",LinkGroup007,Hinterrad links komplett,410963.9875,277308.9295,86.0000000000102 x 146.79704034765558 x 146.79949208057224,"Vector (167.99474567196486, 126.0931286926805, -669.5131262170488)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Occurrence(Link),,Lenkhalter links kompl,LinkGroup001,1,1,Lenkhalter links kompl,LinkGroup001,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup001,Lenkhalter links kompl,18384.05084,13493.9574,79.0 x 90.39999999999995 x 20.00000000000003,"Vector (3.9545768641111314, -1.724247484932299, -5.1375093024376435)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl/Lenkhalter,DirectPart,,Lenkhalter,Solid015,1,1,Lenkhalter,Solid015,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid015,Lenkhalter,13590.79494,7763.21934,79.0 x 60.0 x 10.0,"Vector (5.349294861341201, -2.3323628615073138, -5.000005080256981)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl/M4x018,Occurrence(Link),,M4x16,Solid007,8,8,M4x018,Link010,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid007,M4x16,330.8917903,384.2333451,20.0 x 7.0 x 7.0,"Vector (4.045039047131141, 1.610517599394883e-17, 4.742894089675306e-17)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl/BÃ¼chse001,Occurrence(Link),,BÃ¼chse,Solid016,2,2,BÃ¼chse001,Link011,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid016,BÃ¼chse,236.3734313,388.3858246,7.984213827426173 x 8.2 x 8.0,"Vector (4.0581239954877407e-16, 4.100000000000001, 7.966246123846256e-17)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl/M5x017,Occurrence(Link),,M5x16,Solid017,2,2,M5x017,Link012,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid017,M5x16,548.2507296,531.080465,8.486812386332247 x 21.00000000000003 x 8.486812386332304,"Vector (3.9242994429763205, 117.23900952949309, -716.314518603178)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Lenkhalter links kompl/U-Scheibe001,Occurrence(Link),,U-Scheibe,Solid018,2,2,U-Scheibe001,Link013,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid018,U-Scheibe,288.4400935,408.9693582,15.0 x 2.0 x 15.0,"Vector (4.926795905064991e-16, 0.9482645948300898, 1.8907400395237305e-16)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Occurrence(Link),,Nabe Kompl,LinkGroup002,1,1,Nabe Kompl,LinkGroup002,"Placement [Pos=(0,2.77556e-14,29.3), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup002,Nabe Kompl,73612.67526,45375.99006,79.99999999999999 x 73.12122512670847 x 62.30000000000001,"Vector (-11.044449858887615, 0.004805503567653533, 9.067829804197343)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/Nabe,DirectPart,,Nabe,Solid019,1,1,Nabe,Solid019,"Placement [Pos=(0,-2.77556e-14,0), Yaw-Pitch-Roll=(0,0,0)]",Solid019,Nabe,38053.75625,16275.636,58.0 x 58.0 x 46.30000000000001,"Vector (-0.023623107334364776, -2.7564373528627232e-14, -27.0574790022467)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/Bremshalter,DirectPart,,Bremshalter,Solid020,1,1,Bremshalter,Solid020,"Placement [Pos=(1.11022e-13,-2.77556e-14,-18), Yaw-Pitch-Roll=(0,0,0)]",Solid020,Bremshalter,6475.161194,5494.722405,77.0 x 73.12122512433469 x 4.0,"Vector (-23.22353135077776, -5.854116025223495e-10, -15.99999999999999)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/Kugellager001,Occurrence(Link),,Kugellager,Solid021,2,2,Kugellager001,Link014,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid021,Kugellager,3938.488946,3713.765813,9.000000000000005 x 32.0 x 32.0,"Vector (-9.71474649635587e-07, -4.6065260694573533e-07, -3.23122770576917e-08)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/HÃ¼lse,DirectPart,,HÃ¼lse,Solid022,1,1,HÃ¼lse,Solid022,"Placement [Pos=(1.11022e-13,-2.77556e-14,-17), Yaw-Pitch-Roll=(-3.081,0,0)]",Solid022,HÃ¼lse,2914.876478,2587.432247,20.170801933689475 x 20.199171271298585 x 21.0,"Vector (1.1137953138202602e-13, -2.857096709754356e-14, -27.500000000000014)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/Sicherungsring,DirectPart,,Sicherungsring,Solid023,1,1,Sicherungsring,Solid023,"Placement [Pos=(1.11022e-13,-2.77556e-14,-47), Yaw-Pitch-Roll=(0,0,0)]",Solid023,Sicherungsring,351.4137798,830.4185344,33.699999999999996 x 33.104223318803065 x 1.2000000000000028,"Vector (1.064665858296279e-13, 1.0067035774447517, -47.59999999999999)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/Kolben,DirectPart,,Kolben,Solid024,1,1,Kolben,Solid024,"Placement [Pos=(0,-5.55112e-14,-6), Yaw-Pitch-Roll=(0,0,0)]",Solid024,Kolben,16344.54825,10255.31321,25.344100909413548 x 73.12122512670847 x 25.0,"Vector (-38.08238917277605, -1.2515389855601074e-06, -2.02718683881042)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/M3x017,Occurrence(Link),,M3x16,Solid025,6,6,M3x017,Link015,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid025,M3x16,170.7897156,261.9933782,19.0 x 5.481214711536685 x 5.5,"Vector (4.755287903637331, 1.716138922843308e-16, -2.4039528905053452e-17)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Nabe Kompl/M3x018,Occurrence(Link),,M3x8,Solid026,5,5,M3x018,Link016,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid026,M3x8,114.2410478,186.5951545,11.0 x 5.5 x 5.5,"Vector (1.2173028061271887, 3.887299866412144e-18, -1.796369953065337e-17)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl,Occurrence(Link),,Achse links Kompl,LinkGroup005,1,1,Achse links Kompl,LinkGroup005,"Placement [Pos=(1.11022e-13,2.77556e-14,33.3), Yaw-Pitch-Roll=(-141.866,-0,0)]",LinkGroup005,Achse links Kompl,36682.84481,39859.3625,84.97605144337874 x 84.9691746939346 x 79.5,"Vector (2.7675701438159454e-14, 3.017364268778505e-14, 21.532907713684132)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/Achse,DirectPart,,Achse,Solid027,1,1,Achse,Solid027,"Placement [Pos=(1.11022e-13,-5.55112e-14,0), Yaw-Pitch-Roll=(0,0,0)]",Solid027,Achse,11082.97716,4995.022935,35.0 x 34.902132901341304 x 79.5,"Vector (1.1093502302866651e-13, -5.5839400469364924e-14, -18.008092932078437)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/BS links,Occurrence(Link),,BS links,LinkGroup003,1,1,BS links,LinkGroup003,"Placement [Pos=(1.11022e-13,-1.11022e-13,-13.5), Yaw-Pitch-Roll=(120,0,180)]",LinkGroup003,BS links,20472.96502,27517.93692,84.99999545001066 x 84.99999545001067 x 7.000000000000005,"Vector (2.9498518115276657e-14, -4.92749220241878e-14, -10.000000000000007)"
5,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/BS links,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/BS links/BS VT links001,Occurrence(Link),,BS VT links,Solid028,2,2,BS VT links001,Link017,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid028,BS VT links,5756.088892,9014.988615,85.00000000000001 x 84.89090310953951 x 1.5,"Vector (-6.616487575662584e-16, -8.117541473424841e-15, -0.7499999999999993)"
5,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/BS links,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/BS links/BS MT,DirectPart,,BS MT,Solid029,1,1,BS MT,Solid029,"Placement [Pos=(1.11022e-13,0,-5.5), Yaw-Pitch-Roll=(0,0,0)]",Solid029,BS MT,8960.787232,9487.959692,84.99999772500533 x 84.99999545001066 x 4.0,"Vector (1.4428800566235315e-13, -9.198182616278485e-14, -3.500000000000005)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/KT kompl,Occurrence(Link),,KT kompl,LinkGroup004,1,1,KT kompl,LinkGroup004,"Placement [Pos=(1.11022e-13,-5.55112e-14,-6.5), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup004,KT kompl,5126.902639,7346.402643,60.0 x 59.92299043026317 x 12.000000000000028,"Vector (1.0950059291590709e-13, -5.756517170628396e-14, -5.3321643487072174)"
5,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/KT kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/KT kompl/KT,DirectPart,,KT,Solid030,1,1,KT,Solid030,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid030,KT,4514.566868,5989.196296,60.0 x 59.92299043026317 x 3.0,"Vector (1.747016844964692e-16, 3.0218669750740615e-15, 1.483637081306345)"
5,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/KT kompl,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Achse links Kompl/KT kompl/M2x009,Occurrence(Link),,M2x8,Solid031,12,12,M2x009,Link018,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid031,M2x8,51.02798086,113.1005289,12.0 x 3.787021073425345 x 3.8,"Vector (2.6604730021945393, 1.6589820760347183e-17, -4.5121753338163293e-17)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Hinterrad links,Occurrence(Link),,Hinterrad links,LinkGroup006,1,1,Hinterrad links,LinkGroup006,"Placement [Pos=(1.11022e-13,2.77556e-14,29.8), Yaw-Pitch-Roll=(38.1343,0,0)]",LinkGroup006,Hinterrad links,279389.7696,174626.2304,146.799492080572 x 146.79704034765558 x 77.00000000002149,"Vector (9.682390460022648e-06, 3.980466859452383e-06, 24.508219757704193)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Hinterrad links,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Hinterrad links/Felge Hinten,DirectPart,,Felge Hinten,Solid032,1,1,Felge Hinten,Solid032,"Placement [Pos=(-1.11022e-13,5.55112e-14,0), Yaw-Pitch-Roll=(0,0,0)]",Solid032,Felge Hinten,76285.46326,74931.18547,123.99006155073081 x 123.78028999065127 x 76.99937836400163,"Vector (2.6712750757202123e-06, -5.2024641408547635e-06, 5.9122900614157485)"
4,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Hinterrad links,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Hinterrad links/Pneu Hinten,DirectPart,,Pneu Hinten,Solid033,1,1,Pneu Hinten,Solid033,"Placement [Pos=(-1.11022e-13,1.11022e-13,-9.5), Yaw-Pitch-Roll=(-79.5686,-0,180)]",Solid033,Pneu Hinten,203104.4166,99695.0449,146.79998485059386 x 146.79858377881618 x 77.00000000002149,"Vector (1.2854166569868375e-05, -1.9637350875370683e-06, -9.499998399030458)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Haltering,DirectPart,,Haltering,Solid034,1,1,Haltering,Solid034,"Placement [Pos=(7.88861e-31,2.77556e-14,19.8), Yaw-Pitch-Roll=(38.1343,0,0)]",Solid034,Haltering,743.1399723,1597.432006,57.94431693808689 x 57.99863991487585 x 1.5,"Vector (-6.406109894597072e-15, 2.056543436079758e-14, 19.05000000000001)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/SI-Mutter M8,DirectPart,,SI-Mutter M8,Solid035,1,1,SI-Mutter M8,Solid035,"Placement [Pos=(0,2.77556e-14,41.8), Yaw-Pitch-Roll=(0,0,0)]",Solid035,SI-Mutter M8,1019.86884,1062.674043,15.0 x 15.0 x 12.0,"Vector (1.3064793016317646e-10, -1.51614543292725e-09, 46.815340693295965)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/Scheibe,DirectPart,,Scheibe,Solid036,1,1,Scheibe,Solid036,"Placement [Pos=(1.11022e-13,2.77556e-14,-17.7), Yaw-Pitch-Roll=(0,0,0)]",Solid036,Scheibe,388.1123564,651.3149889,20.0 x 20.0 x 1.5,"Vector (1.1086344074405824e-13, 2.6876808146572024e-14, -18.449999999999992)"
3,Nissan GT-R/Fahrwerk/Hinterrad links komplett,Nissan GT-R/Fahrwerk/Hinterrad links komplett/6Kant Mutter M8-CH,DirectPart,,6Kant Mutter M8-CH,Solid037,1,1,6Kant Mutter M8-CH,Solid037,"Placement [Pos=(0,2.77556e-14,-26), Yaw-Pitch-Roll=(0,0,0)]",Solid037,6Kant Mutter M8-CH,743.5447536,641.9681687,13.000000000000002 x 15.011106998930273 x 6.800000000000001,"Vector (3.4217261394025578e-06, 1.4929507245076668e-06, -22.59999896673906)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Occurrence(Link),,Hinterrad rechts komplett,LinkGroup011,1,1,Hinterrad rechts komplett,LinkGroup011,"Placement [Pos=(-140.076,126.169,-671.315), Yaw-Pitch-Roll=(0,90,180)]",LinkGroup011,Hinterrad rechts komplett,410963.9769,277308.9295,85.50000000001208 x 146.7999264266305 x 146.79335852644988,"Vector (-159.80498468010362, 126.09141174883085, -669.5131189848639)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Occurrence(Link),,Lenkhalter rechts kompl,LinkGroup008,1,1,Lenkhalter rechts kompl,LinkGroup008,"Placement [Pos=(0,0,-10), Yaw-Pitch-Roll=(0,0,180)]",LinkGroup008,Lenkhalter rechts kompl,18384.05075,13493.9574,79.0 x 90.4 x 20.00000000000003,"Vector (3.9545768641111243, 1.7242474849323064, -5.1375017910675655)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl/Lenkhalter001,Occurrence(Link),,Lenkhalter,Solid015,1,1,Lenkhalter001,Link019,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid015,Lenkhalter,13590.79494,7763.21934,79.0 x 60.0 x 10.0,"Vector (5.349294861341201, -2.3323628615073138, -5.000005080256981)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl/M4x019,Occurrence(Link),,M4x16,Solid007,8,8,M4x019,Link020,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid007,M4x16,330.8917903,384.2333451,20.0 x 7.0 x 7.0,"Vector (4.045039047131141, 1.610517599394883e-17, 4.742894089675306e-17)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl/BÃ¼chse002,Occurrence(Link),,BÃ¼chse,Solid016,4,4,BÃ¼chse002,Link021,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid016,BÃ¼chse,236.3734313,388.3858246,7.984213827426173 x 8.2 x 8.0,"Vector (4.0581239954877407e-16, 4.100000000000001, 7.966246123846256e-17)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl/M5x018,Occurrence(Link),,M5x16,Solid017,2,2,M5x018,Link022,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid017,M5x16,548.2507296,531.080465,8.486812386332247 x 21.00000000000003 x 8.486812386332304,"Vector (3.9242994429763205, 117.23900952949309, -716.314518603178)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Lenkhalter rechts kompl/U-Scheibe002,Occurrence(Link),,U-Scheibe,Solid018,2,2,U-Scheibe002,Link023,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid018,U-Scheibe,288.4400935,408.9693582,15.0 x 2.0 x 15.0,"Vector (4.926795905064991e-16, 0.9482645948300898, 1.8907400395237305e-16)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Nabe Kompl001,Occurrence(Link),,Nabe Kompl,LinkGroup002,1,1,Nabe Kompl001,Link029,"Placement [Pos=(0,-2.77556e-14,29.3), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup002,Nabe Kompl,73612.67526,45375.99006,79.99999999999999 x 73.12122512670847 x 62.30000000000001,"Vector (-11.044449858887615, 0.004805503567653533, 9.067829804197343)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl,Occurrence(Link),,Achse rechts Kompl,LinkGroup009,1,1,Achse rechts Kompl,LinkGroup009,"Placement [Pos=(3.9443e-32,-2.77556e-14,33.3), Yaw-Pitch-Roll=(-1.79025,0,0)]",LinkGroup009,Achse rechts Kompl,36682.84481,39859.3625,84.99254556922041 x 84.99254556922041 x 79.5,"Vector (1.2875225205101416e-13, -1.1497967786738139e-14, 21.532907713684107)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl/Achse001,Occurrence(Link),,Achse,Solid027,1,1,Achse001,Link024,"Placement [Pos=(0,2.77556e-14,0), Yaw-Pitch-Roll=(0,0,0)]",Solid027,Achse,11082.97716,4995.022935,35.0 x 34.902132901341304 x 79.5,"Vector (1.1093502302866651e-13, -5.5839400469364924e-14, -18.008092932078437)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl/BS links001,Occurrence(Link),,BS links,LinkGroup003,1,1,BS links001,Link025,"Placement [Pos=(1.11022e-13,5.55112e-14,-6.5), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup003,BS links,20472.96502,27517.93692,84.99999545001066 x 84.99999545001067 x 7.000000000000005,"Vector (2.9498518115276657e-14, -4.92749220241878e-14, -10.000000000000007)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Achse rechts Kompl/KT kompl001,Occurrence(Link),,KT kompl,LinkGroup004,1,1,KT kompl001,Link026,"Placement [Pos=(1.11022e-13,2.77556e-14,-6.5), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup004,KT kompl,5126.902639,7346.402643,60.0 x 59.92299043026317 x 12.000000000000028,"Vector (1.0950059291590709e-13, -5.756517170628396e-14, -5.3321643487072174)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Haltering001,Occurrence(Link),,Haltering,Solid034,1,1,Haltering001,Link030,"Placement [Pos=(1.11022e-13,2.08175e-30,19.8), Yaw-Pitch-Roll=(28.2097,0,0)]",Solid034,Haltering,743.1399723,1597.432006,57.94431693808689 x 57.99863991487585 x 1.5,"Vector (-6.406109894597072e-15, 2.056543436079758e-14, 19.05000000000001)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Hinterrad rechts,Occurrence(Link),,Hinterrad rechts,LinkGroup010,1,1,Hinterrad rechts,LinkGroup010,"Placement [Pos=(-5.91646e-32,-2.77556e-14,29.3), Yaw-Pitch-Roll=(-1.79025,0,0)]",LinkGroup010,Hinterrad rechts,279389.7726,174626.2304,146.79335852644965 x 146.79992642663052 x 77.00000000002149,"Vector (-9.555962250685175e-07, -1.0752037482032526e-05, 24.008217430032396)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Hinterrad rechts,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Hinterrad rechts/Felge Hinten001,Occurrence(Link),,Felge Hinten,Solid032,1,1,Felge Hinten001,Link027,"Placement [Pos=(0,2.77556e-14,0), Yaw-Pitch-Roll=(0,0,0)]",Solid032,Felge Hinten,76285.46326,74931.18547,123.99006155073081 x 123.78028999065127 x 76.99937836400163,"Vector (2.6712750757202123e-06, -5.2024641408547635e-06, 5.9122900614157485)"
4,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Hinterrad rechts,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Hinterrad rechts/Pneu Hinten001,Occurrence(Link),,Pneu Hinten,Solid033,1,1,Pneu Hinten001,Link028,"Placement [Pos=(-1.11022e-13,2.77556e-14,-9.5), Yaw-Pitch-Roll=(-27.3195,0,0)]",Solid033,Pneu Hinten,203104.4166,99695.0449,146.79998485059386 x 146.79858377881618 x 77.00000000002149,"Vector (1.2854166569868375e-05, -1.9637350875370683e-06, -9.499998399030458)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/SI-Mutter M009,Occurrence(Link),,SI-Mutter M8,Solid035,1,1,SI-Mutter M009,Link031,"Placement [Pos=(0,-2.77556e-14,41.3), Yaw-Pitch-Roll=(0,0,0)]",Solid035,SI-Mutter M8,1019.86884,1062.674043,15.0 x 15.0 x 12.0,"Vector (1.3064793016317646e-10, -1.51614543292725e-09, 46.815340693295965)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/Scheibe001,Occurrence(Link),,Scheibe,Solid036,1,1,Scheibe001,Link032,"Placement [Pos=(0,0,-17.7), Yaw-Pitch-Roll=(0,0,0)]",Solid036,Scheibe,388.1123564,651.3149889,20.0 x 20.0 x 1.5,"Vector (1.1086344074405824e-13, 2.6876808146572024e-14, -18.449999999999992)"
3,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett,Nissan GT-R/Fahrwerk/Hinterrad rechts komplett/6Kant Mutter M009,Occurrence(Link),,6Kant Mutter M8-CH,Solid037,1,1,6Kant Mutter M009,Link033,"Placement [Pos=(1.11022e-13,4.33384e-32,-26), Yaw-Pitch-Roll=(1.18639,0,0)]",Solid037,6Kant Mutter M8-CH,743.5447536,641.9681687,13.000000000000002 x 15.011106998930273 x 6.800000000000001,"Vector (3.4217261394025578e-06, 1.4929507245076668e-06, -22.59999896673906)"
2,Nissan GT-R/Fahrwerk,Nissan GT-R/Fahrwerk/Vorderrad rechts komplett,Occurrence(Link),,Vorderrad rechts komplett,LinkGroup013,1,1,Vorderrad rechts komplett,LinkGroup013,"Placement [Pos=(-139.802,126.169,-89.6815), Yaw-Pitch-Roll=(-71.9133,-41.9385,63.9566)]",LinkGroup013,Vorderrad rechts komplett,358541.4127,239514.2892,105.08664570617117 x 146.79617245863196 x 154.676018696082,"Vector (-164.57190291345293, 126.08288420989834, -83.73437284911292)"
